Signal,Window_Start,Window_Size,RMS,STD,Peak_to_Peak,Crest_Factor
Crack4_30,700,100,0.8750151567355847,0.7854553960791091,3.64932,3.3584647018505818
Crack4_30,800,100,1.2046408384560106,1.2009846735271188,4.218299999999999,2.146827678742573
Crack4_30,900,100,1.2247634725750112,1.0657484671481163,5.16006,3.962848297213623
Crack4_30,1000,100,1.7502653846554241,1.5892462657551691,6.45498,2.6763665487552566
Crack4_30,1100,100,1.1994156291890647,1.1390155189187678,4.76766,2.8179814051567145
Crack4_30,1200,100,0.846113495216806,0.7696948505702503,3.48255,2.904929577464789
Crack4_30,1300,100,0.7452417524716393,0.6948892916765591,3.10977,3.0917716342221495
Crack4_30,1400,100,1.2415371827138324,1.0032761147863285,4.1202000000000005,2.965065074860554
Crack4_30,1500,100,0.9046665836599692,0.8927961244114974,3.8259,2.6168467647441744
Crack4_30,1600,100,1.0693813460982944,0.9684520788440232,4.45374,3.7604283401817953
Crack4_30,1700,100,0.9967075865468268,0.8091875056297891,3.32559,2.7443260768874476
Crack4_30,1800,100,1.2309623024495917,1.2161307716475067,5.493600000000001,3.146441874142325
Crack4_30,1900,100,1.8296202297293827,1.5573478630332367,6.65118,2.679222760129982
Crack4_30,2000,100,2.103493680556231,1.0475920922964435,4.26735,2.2383252818035424
Crack4_30,2100,100,3.159670644004688,1.0959786221804648,5.356260000000001,2.075540401866993
Crack4_30,2200,100,1.6440403948020863,1.618631791943044,6.98472,3.7864629885431054
Crack4_30,2300,100,4.11159558692243,1.3416912745987284,6.2783999999999995,1.9183199555757484
Crack4_30,2400,100,5.276254306243019,1.2045877278793107,5.26797,1.670995340310137
Crack4_30,2500,100,1.4359109156354373,1.318243880699057,6.00372,3.9586919104991396
Crack4_30,2600,100,1.8290615435985198,1.5261231670148088,6.29802,2.40646738108667
Crack4_30,2700,100,1.7060196415328868,1.386988729465254,5.76828,2.888663086079257
Crack4_30,2800,100,0.7973062035128035,0.7923148756428595,3.94362,3.444881889763779
Crack4_30,2900,100,2.09922080970059,2.0302022792657777,7.64199,2.3796033994334276
Crack4_30,3000,100,2.248879755776862,1.6786606310397434,6.55308,1.8491299606467213
Crack4_30,3100,100,0.9777076346940327,0.8651310520193516,4.32621,4.075691411935954
Crack4_30,3200,100,1.9765200075040983,1.7890823378417886,7.23978,2.693726937269372
Crack4_30,3300,100,2.0428068975194402,1.663598054089614,6.023339999999999,2.4461439663728175
